"File Name","Disc. Method","Accuracy","Std","G-Measure","Std"
"iris.arff","Same Width","0.9437908496732027","0.02508564039017616","0.941142656712687","0.007479145477713483"
"iris.arff","Same Frequency","0.94640522875817","0.029550420668972257","0.9366354503215047","0.007947787936450365"
"iris.arff","Min. Entropy","0.9490196078431373","0.026053483875683132","0.9365058497739962","0.005448227268025437"
"led7digit.arff","None","0.4015325670498085","0.10848626919187115","0.2522964217570257","0.04006172221908667"
"led7digit.arff","Same Width","0.7346743295019157","0.029307948474519157","0.5089654648601457","0.00848728286719149"
"led7digit.arff","Same Frequency","0.7350574712643677","0.019407466725298153","0.5051788804559674","0.007998439762814844"
"led7digit.arff","Min. Entropy","0.7509578544061303","0.030122434998359888","0.5362167888876088","0.005099183365611352"
"mammographic.arff","None","0.7963898916967511","0.017522463371817298","0.7971562191852698","0.0028997135352865624"
"mammographic.arff","Same Width","0.7898916967509029","0.016863762112517465","0.7932279631028245","0.003621665964659909"
"mammographic.arff","Same Frequency","0.7945848375451268","0.024381022134992957","0.7927116125665575","0.0036922931847051983"
"mammographic.arff","Min. Entropy","0.7894103489771364","0.01618196728309717","0.7925259905203308","0.0069275657426199995"
"page-blocks.arff","None","0.8498886414253898","0.04762397080137244","0.21659452612717456","0.02015259542617734"
"page-blocks.arff","Same Width","0.9090200445434299","0.010197379720261577","0.28873124137203376","0.014399871889077412"
"page-blocks.arff","Same Frequency","0.909539717891611","0.00942953340209723","0.27183737966541693","0.03380186775383228"
"page-blocks.arff","Min. Entropy","0.9099294729027468","0.008563211645637833","0.29274015501675393","0.022499718713467523"
"phoneme.arff","None","0.7295967443581206","0.00819608080269212","0.7432451794709009","0.001352979165522824"
"phoneme.arff","Same Width","0.7234739178690344","0.009362381610160153","0.553069507767349","0.004025579793272852"
"phoneme.arff","Same Frequency","0.7229929707732148","0.008963635052004112","0.5591274382154723","0.004782169057919248"
"phoneme.arff","Min. Entropy","0.7237698853126155","0.010989823933784051","0.5617771323520802","0.005416062787128308"
"spambase.arff","None","0.45122852794085677","0.00465668083802679","0.28651514172271475","0.002110457405798203"
"spambase.arff","Same Width","0.6556860186997173","0.006621574269914338","0.42536261110874246","0.0025602413708455682"
"spambase.arff","Same Frequency","0.6560121765601217","0.0065328971829276316","0.4285481055903821","0.0039866357935870065"
"spambase.arff","Min. Entropy","0.6567079799956513","0.0052323784617432185","0.4267525436680288","0.003883576299678152"
"titanic.arff","None","0.7667574931880107","0.01115687106224483","0.6105406115479539","0.009192489791288116"
"titanic.arff","Same Width","0.7736148955495004","0.016286341900307078","0.6725407801140946","0.003152904614830994"
"titanic.arff","Same Frequency","0.7735694822888284","0.015808997779575545","0.6794101029024002","0.0025734516270246176"
"titanic.arff","Min. Entropy","0.7754768392370572","0.012193007749205146","0.6710682669131035","0.0036390579766051308"
"vehicle.arff","None","0.45120772946859905","0.031711137407834745","0.31777391736613303","0.028500045724807955"
"vehicle.arff","Same Width","0.523913043478261","0.020175303105130837","0.4197387551224452","0.008627660252323905"
"vehicle.arff","Same Frequency","0.5171497584541063","0.03080163316356195","0.42969245908600473","0.009696479084115597"
"vehicle.arff","Min. Entropy","0.5171497584541063","0.031570933788725296","0.4092403374370039","0.00519573630901663"
"vowel.arff","None","0.13831867057673505","0.01763038491916913","0.0020549650846175163","0.0041822755688437855"
"vowel.arff","Same Width","0.5260019550342132","0.02638153631113336","0.23828906738279884","0.011294714782243066"
"vowel.arff","Same Frequency","0.5262952101661779","0.020386281106524726","0.2523885748077265","0.014211863054466038"
"vowel.arff","Min. Entropy","0.5205278592375366","0.02604516861803928","0.24205637595333157","0.0077810906176637015"
"winequality-white.arff","None","0.38171977124183004","0.012426414882747743","0.3759266314699138","0.0017347671033303696"
"winequality-white.arff","Same Width","0.4783088235294118","0.011684449532708812","0.4426831952402472","0.0022243079073568394"
"winequality-white.arff","Same Frequency","0.4788398692810458","0.009381113489083678","0.44573361383372484","0.002078879786990863"
"winequality-white.arff","Min. Entropy","0.47843137254901963","0.010144523009714098","0.4439872377934228","0.0025951196627888124"
"wisconsin.arff","None","0.9637426900584792","0.009423286140001413","0.963174111770348","0.0014215910848221923"
"wisconsin.arff","Same Width","0.9717836257309937","0.005722463825288797","0.9724691984853805","0.0019663536177432226"
"wisconsin.arff","Same Frequency","0.9713450292397657","0.007873984061143103","0.9717299831990189","0.0025146433093991716"
"wisconsin.arff","Min. Entropy","0.9717836257309939","0.009953893703395096","0.9714253694170192","0.0017036071871171462"
"yeast.arff","None","0.25081221572449636","0.10326034795297839","0.10449722620749187","0.08183800841942963"
"yeast.arff","Same Width","0.5275503573749187","0.015782321523193588","0.4134900788343195","0.009834412465561037"
"yeast.arff","Same Frequency","0.5231319038336584","0.014218766028277175","0.4281369018456627","0.00415564981286169"
"yeast.arff","Min. Entropy","0.5267056530214426","0.016440393089677947","0.42970998317054315","0.006067051782824625"
